Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,New_Item_Type
610,395,2,9238,668,1,0,2,1,667,7,1
115,385,0,1043,2646,7,1,1,1,1168,3,0
1536,84,1,69,4856,7,1,1,1,3066,3,2
23,291,0,803,559,3,1,2,2,358,0,0
1252,324,2,8958,2351,5,1,2,3,2322,8,1
1362,324,1,7148,7091,5,1,2,3,3093,8,2
613,106,2,5878,273,1,0,2,1,296,7,1
245,382,0,13435,4576,0,1,2,0,306,5,1
1297,265,1,1992,940,0,1,2,0,270,5,2
282,226,0,4057,237,1,0,2,1,662,7,1
1410,262,1,11746,2930,7,1,1,1,2421,3,2
1211,365,2,7387,6917,8,2,0,1,3116,6,1
1345,243,1,3672,3850,3,1,2,2,277,0,2
1304,324,1,12889,4719,4,2,0,0,314,8,2
240,391,2,10709,6969,2,1,1,1,3055,1,1
1010,176,0,7538,4598,7,1,1,1,1889,3,1
663,322,2,7409,2568,1,0,2,1,1540,7,1
1404,357,1,11082,5751,0,1,2,0,356,5,2
859,251,0,13435,682,0,1,2,0,63,5,1
245,382,0,13304,4633,9,1,0,1,2338,4,1
230,331,0,12367,4283,2,1,1,1,1992,1,1
568,367,0,11340,5242,8,2,0,1,1630,6,1
157,112,0,3825,6804,6,2,1,1,1709,2,1
702,324,2,1210,597,5,1,2,3,1696,8,1
693,367,0,2704,983,8,2,0,1,911,6,1
1380,355,1,1088,4050,6,2,1,1,2013,2,2
178,398,0,9713,876,0,1,2,0,26,5,1
867,340,0,12049,1481,2,1,1,1,227,1,1
1047,324,2,9326,6235,5,1,2,3,3186,8,1
425,293,0,5571,3814,1,0,2,1,1171,7,1
50,347,0,5417,1410,6,2,1,1,1257,2,0
218,324,2,2206,4737,4,2,0,0,310,8,1
486,251,2,5603,449,9,1,0,1,589,4,1
295,318,0,3400,7627,0,1,2,0,879,5,1
1473,380,1,1409,2227,7,1,1,1,1638,3,2
1102,288,2,4037,5158,9,1,0,1,1814,4,1
983,314,2,8759,63,6,2,1,1,710,2,1
477,338,0,9769,3829,8,2,0,1,1368,6,1
1108,324,0,12088,5043,4,2,0,0,323,8,1
677,395,2,7703,5041,8,2,0,1,1134,6,1
941,399,0,667,6018,2,1,1,1,2979,1,1
515,296,2,6146,1483,2,1,1,1,1408,1,1
1462,324,1,11044,2732,5,1,2,3,1331,8,2
1232,324,0,5453,1707,5,1,2,3,1401,8,1
998,302,0,9320,6137,2,1,1,1,2108,1,1
893,379,2,3418,3833,7,1,1,1,1545,3,1
67,242,0,2238,2629,3,1,2,2,835,0,0
38,392,0,8656,292,0,1,2,0,47,5,0
518,408,2,10515,3432,9,1,0,1,1049,4,1
330,324,0,6232,4624,4,2,0,0,310,8,1
1134,120,2,2114,6518,6,2,1,1,2805,2,1
122,100,0,7768,7858,1,0,2,1,2097,7,0
616,47,2,8518,8029,7,1,1,1,1466,3,1
595,130,2,12048,2057,9,1,0,1,1279,4,1
303,404,2,967,6162,9,1,0,1,2588,4,1
922,334,0,6022,4229,7,1,1,1,1639,3,1
705,332,2,1394,1585,2,1,1,1,593,1,1
1399,366,1,4132,2033,3,1,2,2,525,0,2
519,368,2,4572,4119,7,1,1,1,2041,3,1
272,249,0,278,2340,3,1,2,2,289,0,1
107,324,0,11788,124,4,2,0,0,6,8,0
780,151,0,7018,3043,3,1,2,2,1072,0,1
7,369,2,2236,256,8,2,0,1,340,6,0
31,355,0,8421,2011,6,2,1,1,960,2,0
583,302,0,6068,7465,1,0,2,1,2895,7,1
1516,78,1,3511,2807,9,1,0,1,1266,4,2
1069,38,2,2349,2586,9,1,0,1,907,4,1
595,130,2,12066,2004,2,1,1,1,269,1,1
247,318,0,1074,6551,3,1,2,2,2021,0,1
568,367,0,11636,5338,7,1,1,1,336,3,1
338,280,0,10921,5662,8,2,0,1,2574,6,1
738,391,0,11888,2544,6,2,1,1,1502,2,1
1232,286,0,5509,1668,7,1,1,1,617,3,1
1368,291,1,9829,6083,1,0,2,1,1775,7,2
720,324,0,9557,2764,5,1,2,3,2287,8,1
1505,390,1,6270,5949,8,2,0,1,1644,6,2
1319,278,1,6255,4371,7,1,1,1,1446,3,2
401,272,2,6179,4365,2,1,1,1,2501,1,1
1337,372,1,7894,3010,6,2,1,1,2146,2,2
849,114,2,11561,293,1,0,2,1,548,7,1
1358,50,1,9100,5015,8,2,0,1,2112,6,2
825,388,0,4403,2810,7,1,1,1,1716,3,1
970,204,0,8,3424,3,1,2,2,459,0,1
1463,389,1,3922,6535,2,1,1,1,3196,1,2
609,324,0,6462,3157,5,1,2,3,1182,8,1
108,10,0,5302,5935,8,2,0,1,3137,6,0
571,167,0,3568,1424,8,2,0,1,1692,6,1
1064,410,0,11555,6155,8,2,0,1,1280,6,1
670,410,0,3856,3037,3,1,2,2,915,0,1
1257,393,0,10506,2939,9,1,0,1,1350,4,1
1320,375,1,13053,5342,8,2,0,1,2066,6,2
810,340,2,3900,2275,6,2,1,1,461,2,1
1107,396,0,9291,5511,7,1,1,1,2100,3,1
865,110,0,5025,1960,6,2,1,1,1348,2,1
1305,218,1,741,3997,2,1,1,1,1997,1,2
549,134,0,4878,1658,8,2,0,1,1274,6,1
243,324,0,12399,1840,5,1,2,3,2582,8,1
593,370,0,4250,1961,7,1,1,1,512,3,1
1460,347,1,1566,6259,1,0,2,1,1532,7,2
1154,319,2,7213,987,1,0,2,1,164,7,1
258,166,0,11671,6424,7,1,1,1,897,3,1
458,350,2,10818,406,6,2,1,1,831,2,1
1143,280,2,11410,4732,2,1,1,1,1084,1,1
95,294,0,5662,1080,1,0,2,1,456,7,0
262,361,2,7653,1518,1,0,2,1,820,7,1
702,378,2,1223,626,7,1,1,1,506,3,1
741,215,2,12152,259,9,1,0,1,784,4,1
749,407,0,9328,3268,9,1,0,1,1125,4,1
1461,405,1,4698,3628,3,1,2,2,2464,0,2
1214,220,0,3298,2056,3,1,2,2,603,0,1
978,379,0,3982,7538,7,1,1,1,3002,3,1
205,169,0,12616,7334,6,2,1,1,1367,2,1
942,391,2,7754,5928,3,1,2,2,1370,0,1
552,322,2,4963,3457,9,1,0,1,2667,4,1
1123,324,0,7647,5307,5,1,2,3,2928,8,1
617,202,2,10132,2476,6,2,1,1,1332,2,1
83,324,0,10887,1041,5,1,2,3,1088,8,0
591,372,0,11937,2912,7,1,1,1,1784,3,1
977,231,0,13417,4208,3,1,2,2,1707,0,1
320,324,2,3482,4058,4,2,0,0,416,8,1
355,386,0,6264,3183,1,0,2,1,1805,7,1
942,324,2,7685,5980,5,1,2,3,3030,8,1
1216,270,2,1012,2440,0,1,2,0,72,5,1
621,294,2,6438,6873,8,2,0,1,2908,6,1
914,283,2,1797,4658,1,0,2,1,1830,7,1
1235,312,2,12523,7264,8,2,0,1,3187,6,1
266,324,0,11308,5689,5,1,2,3,3398,8,1
1208,321,0,9180,6777,3,1,2,2,3332,0,1
601,361,0,4883,3932,2,1,1,1,2305,1,1
60,339,0,5103,766,3,1,2,2,1067,0,0
1330,403,1,8537,2102,3,1,2,2,1409,0,2
917,334,2,13377,6532,7,1,1,1,2899,3,1
1472,374,1,11223,7662,2,1,1,1,2558,1,2
37,40,0,13256,4159,9,1,0,1,1874,4,0
389,409,2,9361,5634,6,2,1,1,2211,2,1
903,17,2,3134,2588,1,0,2,1,2329,7,1
835,401,2,2973,548,2,1,1,1,934,1,1
1171,314,0,4841,562,0,1,2,0,225,5,1
301,369,2,205,2484,7,1,1,1,1254,3,1
40,385,0,3753,4499,3,1,2,2,1562,0,0
450,325,0,8694,2146,8,2,0,1,775,6,1
1360,399,1,870,2491,8,2,0,1,1044,6,2
231,252,2,8566,5872,3,1,2,2,822,0,1
279,330,0,9068,7162,3,1,2,2,2721,0,1
1379,390,1,13055,6186,1,0,2,1,997,7,2
1084,290,2,3310,6829,9,1,0,1,3194,4,1
336,408,0,5946,178,6,2,1,1,83,2,1
170,324,0,961,5291,5,1,2,3,3414,8,1
511,306,0,11060,6069,2,1,1,1,2206,1,1
416,270,2,6354,1650,1,0,2,1,2476,7,1
295,318,0,1434,7661,3,1,2,2,1249,0,1
1309,186,1,13380,91,1,0,2,1,428,7,2
882,335,2,7570,1428,1,0,2,1,566,7,1
975,5,0,9963,3264,1,0,2,1,1119,7,1
580,401,2,10722,2587,9,1,0,1,1075,4,1
726,324,2,4994,430,5,1,2,3,952,8,1
106,235,0,8336,7693,3,1,2,2,2454,0,0
709,74,2,13319,2151,3,1,2,2,1258,0,1
202,221,0,5444,1898,9,1,0,1,1104,4,1
178,398,0,6430,912,2,1,1,1,1217,1,1
1276,397,1,4932,1916,3,1,2,2,1050,0,2
1386,171,1,4213,5326,8,2,0,1,2605,6,2
833,52,2,10803,6620,3,1,2,2,1233,0,1
1453,310,1,1421,4342,1,0,2,1,2418,7,2
383,148,2,7166,3773,3,1,2,2,2104,0,1
1008,45,2,8622,3016,2,1,1,1,1065,1,1
404,356,2,13435,5460,0,1,2,0,163,5,1
316,193,0,7115,2341,6,2,1,1,725,2,1
917,334,2,13386,6578,2,1,1,1,2276,1,1
550,302,0,10367,2280,9,1,0,1,1227,4,1
511,306,0,11046,5955,9,1,0,1,3043,4,1
875,324,0,4003,5623,5,1,2,3,3236,8,1
538,325,2,2186,6943,9,1,0,1,2837,4,1
992,256,0,2073,3415,0,1,2,0,95,5,1
398,407,2,5854,5807,6,2,1,1,2767,2,1
342,201,0,4208,3316,7,1,1,1,2417,3,1
1012,370,0,5349,5800,1,0,2,1,1345,7,1
1341,365,1,3968,3604,7,1,1,1,690,3,2
1143,324,2,11349,4693,5,1,2,3,2997,8,1
839,375,2,7436,1844,7,1,1,1,1377,3,1
256,324,2,8005,6310,5,1,2,3,3418,8,1
1518,324,1,3700,3110,5,1,2,3,1880,8,2
1452,322,1,161,5839,1,0,2,1,2067,7,2
1501,22,1,10005,2420,9,1,0,1,2151,4,2
1550,324,1,13011,7726,4,2,0,0,692,8,2
1047,327,2,9354,6384,6,2,1,1,554,2,1
70,324,0,906,712,5,1,2,3,1097,8,0
1349,400,1,2576,550,6,2,1,1,984,2,2
1464,377,1,1500,7232,2,1,1,1,2213,1,2
1492,343,1,7118,5613,6,2,1,1,2314,2,2
365,175,0,2852,4391,9,1,0,1,2034,4,1
626,335,0,747,2657,8,2,0,1,2141,6,1
1163,374,2,8975,2320,0,1,2,0,65,5,1
1509,294,1,3282,4411,8,2,0,1,1264,6,2
1149,340,2,6061,6564,1,0,2,1,2264,7,1
162,291,0,5746,2381,8,2,0,1,1321,6,1
1510,308,1,7834,6179,8,2,0,1,373,6,2
1309,186,1,13387,128,7,1,1,1,395,3,2
84,335,0,12968,931,0,1,2,0,221,5,0
443,297,0,3476,4712,9,1,0,1,1073,4,1
841,408,0,5174,5348,8,2,0,1,1301,6,1
155,324,0,11222,4151,4,2,0,0,547,8,1
405,375,2,12587,4257,3,1,2,2,2544,0,1
1459,365,1,760,2567,3,1,2,2,1442,0,2
664,395,0,2632,4989,8,2,0,1,1797,6,1
1413,352,1,619,715,2,1,1,1,121,1,2
487,340,0,2685,1466,3,1,2,2,521,0,1
147,324,2,5490,4134,5,1,2,3,2434,8,1
1237,401,2,6452,3603,8,2,0,1,1424,6,1
727,324,2,8768,5191,5,1,2,3,1927,8,1
974,294,2,5590,207,2,1,1,1,1044,1,1
741,324,2,12133,347,5,1,2,3,810,8,1
1018,324,0,7189,5130,5,1,2,3,2218,8,1
891,218,2,9273,971,9,1,0,1,677,4,1
1107,396,0,9279,5532,8,2,0,1,657,6,1
756,388,0,9732,7708,8,2,0,1,3038,6,1
508,320,2,8360,640,7,1,1,1,789,3,1
812,361,2,1326,518,1,0,2,1,902,7,1
106,235,0,8322,7683,9,1,0,1,2856,4,0
975,5,0,9982,3241,7,1,1,1,1439,3,1
1364,11,1,244,3397,6,2,1,1,1980,2,2
1173,357,0,2459,5286,2,1,1,1,1404,1,1
1542,155,1,3454,5252,6,2,1,1,1959,2,2
152,405,0,12036,3306,9,1,0,1,1216,4,1
714,378,0,3259,4954,2,1,1,1,2783,1,1
341,324,0,5350,4887,5,1,2,3,2830,8,1
381,404,2,2062,7531,2,1,1,1,1724,1,1
1168,267,2,9896,8025,2,1,1,1,2918,1,1
870,324,0,12326,1275,4,2,0,0,254,8,1
234,384,0,1028,6374,8,2,0,1,2269,6,1
1461,405,1,4687,3615,9,1,0,1,2137,4,2
700,369,2,235,1293,9,1,0,1,837,4,1
134,317,0,2961,5458,0,1,2,0,509,5,0
147,386,2,5279,4011,6,2,1,1,1600,2,1
145,349,2,6539,1035,6,2,1,1,867,2,1
218,396,2,2874,4674,8,2,0,1,1408,6,1
965,334,0,1150,7059,2,1,1,1,1462,1,1
397,329,2,13021,5128,6,2,1,1,2408,2,1
1062,324,2,768,2626,5,1,2,3,1173,8,1
1187,407,2,3345,6527,8,2,0,1,3436,6,1
29,79,0,2918,1841,6,2,1,1,1037,2,0
350,58,2,10230,402,8,2,0,1,621,6,1
605,378,0,572,2116,7,1,1,1,920,3,1
310,390,0,12424,5030,8,2,0,1,2107,6,1
238,324,0,5403,7368,5,1,2,3,2873,8,1
662,376,0,2953,3902,0,1,2,0,399,5,1
266,378,0,11325,5664,1,0,2,1,3044,7,1
1062,362,2,772,2693,1,0,2,1,314,7,1
567,291,0,2797,3643,3,1,2,2,1071,0,1
1470,177,1,6597,886,7,1,1,1,579,3,2
1169,377,2,8703,2877,8,2,0,1,964,6,1
1002,318,2,7044,4879,9,1,0,1,3053,4,1
1219,285,0,4457,1144,1,0,2,1,365,7,1
980,394,2,7017,1605,9,1,0,1,1847,4,1
1021,288,0,3490,2834,7,1,1,1,1343,3,1
1380,355,1,1086,4003,1,0,2,1,2180,7,2
1067,324,0,7518,4428,5,1,2,3,1756,8,1
242,324,2,8358,3276,5,1,2,3,1363,8,1
9,380,0,4483,5945,2,1,1,1,2302,1,0
109,137,0,6088,1606,1,0,2,1,2029,7,0
407,324,0,912,1580,5,1,2,3,1123,8,1
693,324,0,2680,825,5,1,2,3,567,8,1
6,319,0,8069,2633,6,2,1,1,767,2,0
557,30,2,3581,5753,6,2,1,1,2755,2,1
648,350,0,2603,4152,7,1,1,1,1419,3,1
1171,314,0,11593,571,7,1,1,1,558,3,1
1423,394,1,10947,30,3,1,2,2,419,0,2
696,334,2,217,929,7,1,1,1,1191,3,1
562,331,0,4544,7320,1,0,2,1,2095,7,1
894,324,2,11657,1798,5,1,2,3,2372,8,1
721,329,2,4481,1874,7,1,1,1,1408,3,1
360,340,2,7674,1928,8,2,0,1,842,6,1
467,319,0,4310,3038,7,1,1,1,1537,3,1
870,196,0,12123,1205,0,1,2,0,105,5,1
38,392,0,5500,231,6,2,1,1,351,2,0
318,251,0,11544,2086,1,0,2,1,1425,7,1
1550,397,1,10098,7631,1,0,2,1,2054,7,2
1107,396,0,9514,5511,9,1,0,1,1778,4,1
838,360,0,9470,5305,2,1,1,1,2072,1,1
1357,324,1,4006,1715,5,1,2,3,1603,8,2
1194,377,2,1168,590,7,1,1,1,476,3,1
1216,324,2,289,2478,5,1,2,3,2226,8,1
1131,392,0,10255,7138,8,2,0,1,3040,6,1
419,69,0,10609,853,3,1,2,2,731,0,1
792,99,0,2333,2383,6,2,1,1,1980,2,1
1184,366,2,12902,3996,2,1,1,1,1940,1,1
1415,371,1,6290,3498,1,0,2,1,953,7,2
181,298,2,11121,4800,7,1,1,1,1101,3,1
1297,265,1,336,915,7,1,1,1,322,3,2
715,324,0,8846,5573,5,1,2,3,2301,8,1
442,362,2,2399,2146,1,0,2,1,2222,7,1
660,324,0,9108,2947,5,1,2,3,2369,8,1
1358,50,1,9126,5160,3,1,2,2,1598,0,2
196,364,0,6920,3552,9,1,0,1,1478,4,1
151,331,2,12646,5549,7,1,1,1,798,3,1
594,324,2,2376,5198,5,1,2,3,3434,8,1
733,15,2,7285,3521,6,2,1,1,2087,2,1
865,324,0,4979,2118,5,1,2,3,2103,8,1
699,200,0,7259,4957,1,0,2,1,2493,7,1
24,292,0,13066,7298,6,2,1,1,3063,2,0
1320,375,1,13051,5358,6,2,1,1,1649,2,2
107,232,0,8302,121,6,2,1,1,662,2,0
865,110,0,5018,2012,1,0,2,1,1025,7,1
786,324,2,12661,1640,5,1,2,3,1479,8,1
1448,375,1,1677,1546,1,0,2,1,312,7,2
1053,369,0,5451,5826,8,2,0,1,2625,6,1
139,390,0,9866,3691,9,1,0,1,2280,4,0
667,101,2,8608,3983,6,2,1,1,2356,2,1
902,323,2,12802,7283,9,1,0,1,2680,4,1
1350,352,1,3794,2848,3,1,2,2,1472,0,2
455,324,2,8928,1508,5,1,2,3,1159,8,1
385,141,0,10059,2958,6,2,1,1,1072,2,1
160,334,0,4186,5736,3,1,2,2,3048,0,1
495,324,2,10966,4060,4,2,0,0,123,8,1
339,140,2,8443,1045,0,1,2,0,28,5,1
93,314,0,11167,5824,1,0,2,1,3102,7,0
1366,324,1,4408,347,5,1,2,3,1144,8,2
156,284,0,1166,7575,7,1,1,1,3241,3,1
300,324,0,1822,3151,5,1,2,3,1733,8,1
25,324,0,7669,5582,4,2,0,0,169,8,0
180,333,0,11378,6217,1,0,2,1,3121,7,1
1435,396,1,872,983,7,1,1,1,1266,3,2
610,395,2,12277,582,0,1,2,0,121,5,1
1394,324,1,5722,2891,5,1,2,3,3022,8,2
892,328,2,3897,5494,9,1,0,1,2211,4,1
1026,368,2,7243,2253,6,2,1,1,2092,2,1
798,48,2,6762,1808,6,2,1,1,1177,2,1
575,324,0,5468,1906,4,2,0,0,165,8,1
54,69,0,8774,1058,9,1,0,1,1216,4,0
1468,291,1,2325,3087,3,1,2,2,2119,0,2
1017,324,2,9066,4482,5,1,2,3,3324,8,1
933,165,0,1666,7531,3,1,2,2,867,0,1
924,368,2,7348,993,8,2,0,1,829,6,1
614,324,0,13435,1742,4,2,0,0,52,8,1
907,272,0,9045,1535,2,1,1,1,1005,1,1
942,324,2,11259,5911,4,2,0,0,532,8,1
1536,84,1,63,4892,1,0,2,1,1665,7,2
1138,378,0,12590,5719,0,1,2,0,515,5,1
654,366,0,8469,6459,1,0,2,1,1994,7,1
529,324,2,6025,2736,5,1,2,3,2206,8,1
977,324,0,13435,4095,4,2,0,0,549,8,1
32,315,0,12101,2204,8,2,0,1,852,6,0
890,295,2,656,6316,6,2,1,1,1796,2,1
1002,324,2,6989,4790,5,1,2,3,2221,8,1
129,324,0,82,4417,4,2,0,0,439,8,0
922,334,0,6018,4296,9,1,0,1,1999,4,1
609,405,0,6535,3167,2,1,1,1,1337,1,1
1514,403,1,11024,1157,0,1,2,0,101,5,2
768,336,2,9469,3238,8,2,0,1,1584,6,1
185,213,2,13005,2904,1,0,2,1,1377,7,1
645,162,0,12895,2126,7,1,1,1,819,3,1
543,321,0,11145,3179,2,1,1,1,1677,1,1
540,165,2,1918,5755,6,2,1,1,2890,2,1
532,324,0,8404,36,5,1,2,3,1081,8,1
1279,77,1,11459,7932,2,1,1,1,1803,1,2
508,320,2,8343,665,1,0,2,1,789,7,1
958,115,2,10930,2167,1,0,2,1,835,7,1
1545,369,1,8659,149,9,1,0,1,984,4,2
542,395,2,7410,4842,7,1,1,1,1964,3,1
1242,289,2,2011,2468,8,2,0,1,1267,6,1
884,400,2,1790,1156,3,1,2,2,575,0,1
648,350,0,2587,4158,8,2,0,1,2065,6,1
779,324,2,1470,1194,5,1,2,3,1743,8,1
815,102,0,10814,1744,6,2,1,1,1518,2,1
905,369,0,11961,1908,9,1,0,1,915,4,1
127,352,0,11161,225,7,1,1,1,988,3,0
1104,327,2,8197,1265,2,1,1,1,1002,1,1
1089,53,2,12695,4457,3,1,2,2,2395,0,1
1453,310,1,4201,4279,0,1,2,0,294,5,2
1000,410,0,7405,6088,0,1,2,0,373,5,1
28,324,0,8172,2934,5,1,2,3,2146,8,0
1145,12,2,9048,6928,1,0,2,1,2686,7,1
311,307,0,11509,494,9,1,0,1,430,4,1
1188,86,0,3559,5467,3,1,2,2,2292,0,1
1406,234,1,11521,4795,8,2,0,1,1955,6,2
864,41,2,2176,4524,6,2,1,1,1182,2,1
599,358,2,11648,2804,9,1,0,1,1280,4,1
1104,327,2,8183,1272,3,1,2,2,906,0,1
1426,324,1,8400,3356,5,1,2,3,2238,8,2
834,332,2,12864,4063,1,0,2,1,667,7,1
525,262,2,9693,3503,2,1,1,1,2153,1,1
201,304,0,12241,7971,8,2,0,1,499,6,1
186,363,2,11938,5473,7,1,1,1,917,3,1
1221,324,2,10983,1678,5,1,2,3,1114,8,1
842,350,2,10244,3768,2,1,1,1,2201,1,1
1372,169,1,728,6700,8,2,0,1,1389,6,2
1224,324,0,10463,4040,4,2,0,0,117,8,1
652,302,2,5911,345,3,1,2,2,425,0,1
1347,401,1,9201,72,3,1,2,2,547,0,2
1149,340,2,6079,6494,9,1,0,1,3299,4,1
1509,294,1,3319,4427,2,1,1,1,1470,1,2
1130,380,0,7744,4233,8,2,0,1,1729,6,1
104,288,0,4332,16,0,1,2,0,0,5,0
1264,409,1,2450,4127,2,1,1,1,424,1,2
63,317,0,1537,4897,0,1,2,0,611,5,0
1471,407,1,8254,1335,3,1,2,2,218,0,2
1309,186,1,13382,22,8,2,0,1,666,6,2
649,324,0,11661,2858,4,2,0,0,212,8,1
749,407,0,9313,3235,1,0,2,1,1980,7,1
125,355,0,12926,6273,0,1,2,0,551,5,0
687,30,2,10879,3945,1,0,2,1,1768,7,1
36,286,0,12863,6882,9,1,0,1,3375,4,0
1107,324,0,12533,5564,4,2,0,0,796,8,1
629,293,0,4584,7408,8,2,0,1,2895,6,1
550,324,0,13170,2276,4,2,0,0,193,8,1
571,167,0,4401,1306,9,1,0,1,429,4,1
724,324,2,6954,689,4,2,0,0,21,8,1
241,356,2,2681,2451,3,1,2,2,573,0,1
1555,400,1,7595,3550,1,0,2,1,783,7,2
744,311,0,13202,3635,8,2,0,1,1860,6,1
793,324,0,11956,7580,4,2,0,0,246,8,1
114,298,0,5884,4679,7,1,1,1,2688,3,0
715,398,0,8875,5436,6,2,1,1,1999,2,1
686,324,2,12043,1796,5,1,2,3,1284,8,1
369,296,2,10363,5923,0,1,2,0,181,5,1
1000,410,0,4341,6107,1,0,2,1,2228,7,1
909,331,0,3590,1133,9,1,0,1,676,4,1
346,317,0,4812,5439,8,2,0,1,1316,6,1
1158,402,0,8543,2738,6,2,1,1,1033,2,1
1408,324,1,12916,5725,4,2,0,0,353,8,2
790,414,0,1577,3304,3,1,2,2,2257,0,1
1063,324,2,7710,5611,5,1,2,3,3410,8,1
222,108,0,1261,6477,1,0,2,1,2152,7,1
424,334,0,7708,610,1,0,2,1,598,7,1
603,324,2,2523,1862,4,2,0,0,54,8,1
1488,333,1,382,5385,9,1,0,1,2986,4,2
117,356,0,6408,348,6,2,1,1,672,2,0
177,304,0,7621,6274,1,0,2,1,1000,7,1
1246,398,2,1417,2434,2,1,1,1,973,1,1
420,215,0,9981,6542,3,1,2,2,2576,0,1
436,411,0,6012,6203,1,0,2,1,1269,7,1
696,334,2,1861,1028,0,1,2,0,84,5,1
896,324,0,11040,1205,5,1,2,3,895,8,1
495,324,2,7338,4054,5,1,2,3,2859,8,1
665,324,0,8740,4835,5,1,2,3,1838,8,1
1427,329,1,2369,5391,7,1,1,1,1663,3,2
214,353,0,2741,1720,3,1,2,2,1224,0,1
281,395,0,1218,3338,1,0,2,1,2117,7,1
1165,324,0,6199,20,5,1,2,3,857,8,1
1233,379,2,11155,5782,0,1,2,0,678,5,1
1139,408,2,11221,2040,8,2,0,1,1116,6,1
1021,288,0,2173,2816,2,1,1,1,1266,1,1
831,313,0,13247,917,2,1,1,1,602,1,1
691,412,2,1742,3657,7,1,1,1,1435,3,1
699,200,0,7314,4967,2,1,1,1,1549,1,1
987,320,0,2736,974,6,2,1,1,1397,2,1
1374,324,1,3124,3015,5,1,2,3,1477,8,2
1259,364,0,2503,5032,1,0,2,1,1246,7,1
1388,318,1,7655,7683,2,1,1,1,3020,1,2
317,298,2,7799,1469,7,1,1,1,1677,3,1
538,325,2,2199,6920,2,1,1,1,3112,1,1
179,324,0,12771,5432,5,1,2,3,3126,8,1
41,2,0,13435,5219,0,1,2,0,159,5,0
957,136,0,12712,2601,2,1,1,1,1079,1,1
1426,293,1,7464,3293,6,2,1,1,1508,2,2
444,89,0,12215,3636,6,2,1,1,881,2,1
944,284,0,13240,2540,9,1,0,1,1568,4,1
219,312,0,4570,1009,7,1,1,1,573,3,1
791,369,0,3212,245,7,1,1,1,306,3,1
1417,318,1,539,3412,0,1,2,0,97,5,2
427,345,0,8350,630,9,1,0,1,884,4,1
835,401,2,2958,569,6,2,1,1,1038,2,1
984,324,0,12987,3271,4,2,0,0,448,8,1
1291,163,1,10027,7595,2,1,1,1,1240,1,2
732,409,2,10841,4298,0,1,2,0,694,5,1
388,284,0,7883,5723,3,1,2,2,1078,0,1
1240,295,0,10902,4166,6,2,1,1,2457,2,1
766,324,2,5270,5593,5,1,2,3,3257,8,1
1112,187,0,11428,6086,0,1,2,0,369,5,1
252,295,0,11836,2832,3,1,2,2,1039,0,1
377,284,2,836,6393,3,1,2,2,1693,0,1
525,262,2,9664,3434,6,2,1,1,1220,2,1
280,361,0,9812,3967,7,1,1,1,1185,3,1
1359,393,1,13334,7289,1,0,2,1,3021,7,2
729,409,0,10959,4777,8,2,0,1,2114,6,1
639,324,2,7034,5192,5,1,2,3,3141,8,1
1539,332,1,6628,86,8,2,0,1,675,6,2
902,324,2,12780,7363,5,1,2,3,3471,8,1
1246,398,2,1402,2408,6,2,1,1,1473,2,1
1398,66,1,9200,3971,2,1,1,1,2079,1,2
103,221,0,448,4309,1,0,2,1,2165,7,0
714,378,0,6123,4954,0,1,2,0,149,5,1
1382,382,1,5968,3600,6,2,1,1,984,2,2
559,42,0,7761,7846,2,1,1,1,3476,1,1
97,404,0,4227,6739,6,2,1,1,3016,2,0
1439,324,1,4640,4373,5,1,2,3,1653,8,2
337,324,2,6033,1542,5,1,2,3,1490,8,1
1249,219,0,4609,3059,9,1,0,1,647,4,1
1054,383,0,691,3857,3,1,2,2,1975,0,1
1423,394,1,10924,27,6,2,1,1,654,2,2
51,342,0,7337,4475,1,0,2,1,1367,7,0
997,288,2,10732,1536,1,0,2,1,1677,7,1
504,400,0,6489,6285,1,0,2,1,1924,7,1
644,247,2,9648,3245,1,0,2,1,1612,7,1
252,295,0,11814,2767,6,2,1,1,1126,2,1
978,324,0,3938,7530,5,1,2,3,3486,8,1
208,337,2,3473,758,8,2,0,1,638,6,1
254,234,2,2289,2983,3,1,2,2,1228,0,1
1213,313,0,4783,7007,2,1,1,1,3334,1,1
866,342,2,7533,7884,6,2,1,1,2251,2,1
870,324,0,8988,1269,5,1,2,3,1318,8,1
853,383,0,12927,209,1,0,2,1,547,7,1
1234,324,2,2891,5077,5,1,2,3,3159,8,1
1412,303,1,3048,3129,7,1,1,1,647,3,2
717,374,0,8410,1440,3,1,2,2,878,0,1
753,334,2,9139,7910,2,1,1,1,2245,1,1
411,318,0,7487,1259,0,1,2,0,254,5,1
497,328,0,4367,5360,1,0,2,1,2660,7,1
1488,333,1,1240,5356,0,1,2,0,339,5,2
327,402,2,6566,4367,7,1,1,1,1839,3,1
1324,365,1,3132,7801,8,2,0,1,1613,6,2
816,324,0,5969,4023,4,2,0,0,122,8,1
1279,77,1,11426,8003,6,2,1,1,2726,2,2
1443,236,1,11139,1268,3,1,2,2,747,0,2
1533,324,1,12797,4015,4,2,0,0,121,8,2
997,288,2,10765,1486,3,1,2,2,1021,0,1
618,321,2,11688,1756,0,1,2,0,52,5,1
663,322,2,7413,2453,8,2,0,1,1540,6,1
